dept,dept_group,title,published_date,year,month,month_name,quarter,quarter_label,year_month,relevance_score,priority_category,requires_action,policy_type,business_impact,sector_focus,ai_application,stage,audience,ai_summary,primary_topic,key_topics,recency,days_since_published,summary_word_count,topics_count,description,url,format,display_type,collection_date,week_of_year
Cabinet_Office,Central Government,MOD: Textio,2024-12-17 08:01:30,2024.0,12.0,December,4.0,Q4.0 2024.0,2024-12,7.0,2-High,Yes,Strategy & Frameworks,Strategic,Public Sector,Innovation & R&D,Active,Government/Public Sector,"AI-powered writing assistant enhances job adverts for inclusivity and engagement, promoting effective communication in public sector recruitment.",innovation,"innovation, automation, public sector",Last year,331.0,17,3.0,"An AI-powered writing assistant tool that enhances job adverts by analysing and optimising language for inclusivity, engagement and effectiveness.",https://www.gov.uk/algorithmic-transparency-records/mod-textio,algorithmic_transparency_record,,2025-11-13,51
Cabinet_Office,Central Government,The role of information asset owners in government,2025-10-01 08:06:34,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,2.0,5-Minimal,No,Implementation Guidance,Operational,Public Sector,Workforce & Skills,Active,Government/Public Sector,"Guidance outlines roles and responsibilities of information asset owners in public sector organizations, ensuring effective information management.",governance,"governance, skills, public sector",Last 3 months,43.0,17,3.0,"Guidance for public sector organisations on who information asset owners (IAOs) should be, what they’re accountable for and how they should carry out their role.",https://www.gov.uk/government/publications/information-asset-owner-role-guidance,guidance,Guidance,2025-11-13,40
Cabinet_Office,Central Government,Barnet Council: Ami Chatbot,2025-01-28 07:12:03,2025.0,1.0,January,1.0,Q1.0 2025.0,2025-01,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Public Sector,Innovation & R&D,Active,Government/Public Sector,Implementation of an automated chatbot on Barnet Council's website aims to enhance customer experience through improved service delivery.,automation,"automation, public sector, innovation",Last year,289.0,18,3.0,Implementing an automated webchat functionality ('chatbot') to the Barnet Council website to provide a better customer experience.,https://www.gov.uk/algorithmic-transparency-records/barnet-council-ami-chatbot,algorithmic_transparency_record,,2025-11-13,5
Cabinet_Office,Central Government,National security and investment: statement about exercise of the call-in power,2024-05-21 09:48:05,2024.0,5.0,May,2.0,Q2.0 2024.0,2024-05,2.0,5-Minimal,No,Regulation & Compliance,High Impact,Other/Mixed,Safety & Security,Active,Government/Public Sector,The document outlines the Secretary of State's expectations for exercising call-in powers under the NSI Act for scrutiny of acquisitions.,regulation,"regulation, compliance, national security",1-2 years ago,541.0,20,3.0,The section 3 statement sets out how the Secretary of State expects to exercise powers under the NSI Act to call-in certain acquisitions for scrutiny.,https://www.gov.uk/government/publications/national-security-and-investment-statement-about-exercise-of-the-call-in-power,notice,Notice,2025-11-13,21
Cabinet_Office,Central Government,UK and Republic of Korea join forces to step up cooperation on digital services and AI,2023-11-22 14:21:13,2023.0,11.0,November,4.0,Q4.0 2023.0,2023-11,4.0,4-Low,No,International Cooperation,Strategic,Technology,Innovation & R&D,Active,Government/Public Sector,"The UK and South Korea signed an MOU to enhance cooperation on digital services and AI, promoting innovation and collaborative projects.",international cooperation,"international cooperation, innovation, digital services",1-2 years ago,722.0,21,3.0,The UK has signed a new Memorandum of Understanding (MOU) with South Korea to strengthen government digital services,https://www.gov.uk/government/news/uk-and-republic-of-korea-join-forces-to-step-up-cooperation-on-digital-services-and-ai,news_story,,2025-11-13,47
Cabinet_Office,Central Government,Demand for geospatial skills: Report for the Geospatial Commission,2022-06-06 23:15:05,2022.0,6.0,June,2.0,Q2.0 2022.0,2022-06,2.0,5-Minimal,No,Research & Analysis,Strategic,Other/Mixed,Workforce & Skills,Historical,Government/Public Sector,"This report analyzes the demand for geospatial skills in the UK, highlighting workforce needs and potential areas for development.",workforce,"workforce, skills, geospatial analysis",Over 2 years ago,1255.0,19,3.0,Report by Frontier Economics analysing the demand for geospatial skills in the UK,https://www.gov.uk/government/publications/demand-for-geospatial-skills-report-for-the-geospatial-commission,independent_report,Independent report,2025-11-13,23
Cabinet_Office,Central Government,Geospatial Commission announces transport innovation competition winners,2021-01-07 00:00:00,2021.0,1.0,January,1.0,Q1.0 2021.0,2021-01,2.0,5-Minimal,No,Funding & Investment,Strategic,Other/Mixed,Innovation & R&D,Historical,General Public,The Geospatial Commission funded 28 winners of a transport location data competition to enhance mobility in the UK.,funding,"funding, innovation, transport",Over 2 years ago,1771.0,18,3.0,The Commission in partnership with Innovate UK are funding 28 winners of their £2 million transport location data competition to support the future of mobility for the UK.,https://www.gov.uk/government/news/geospatial-commission-announces-transport-innovation-competition-winners,press_release,,2025-11-13,1
Cabinet_Office,Central Government,HMT: Correspondence Triage Automation Tool,2024-12-17 08:00:47,2024.0,12.0,December,4.0,Q4.0 2024.0,2024-12,6.0,3-Medium,No,Implementation Guidance,Operational,Public Sector,Algorithmic Decision-Making,Active,Government/Public Sector,"The correspondence triage automation tool streamlines processes for handling correspondence, enhancing efficiency in public sector operations.",automation,"automation, efficiency, public sector",Last year,331.0,16,3.0,Automates steps when triaging correspondence.,https://www.gov.uk/algorithmic-transparency-records/hmt-correspondence-triage-automation-tool,algorithmic_transparency_record,,2025-11-13,51
Cabinet_Office,Central Government,"Deputy Prime Minister and Business Secretary join business leaders for ""first of its kind"" declassified economic security briefing",2023-12-13 18:14:12,2023.0,12.0,December,4.0,Q4.0 2023.0,2023-12,1.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,"The Deputy Prime Minister and Business Secretary held a declassified economic security briefing with business leaders on December 11, 2023.",economic security,"economic security, briefing, business leaders",1-2 years ago,700.0,20,3.0,Press release dated 11 December 2023.,https://www.gov.uk/government/news/deputy-prime-minister-and-business-secretary-join-business-leaders-for-first-of-its-kind-declassified-economic-security-briefing,press_release,,2025-11-13,50
Cabinet_Office,Central Government,Cabinet Office: Automated Digital Document Review,2024-02-29 17:48:00,2024.0,2.0,February,1.0,Q1.0 2024.0,2024-02,8.0,2-High,Yes,Regulation & Compliance,High Impact,Public Sector,Algorithmic Decision-Making,Active,Government/Public Sector,"Algorithm assists in identifying digital records for long-term value, requiring compliance with transparency standards in public sector documentation practices.",algorithmic transparency,"algorithmic transparency, governance, public sector",1-2 years ago,622.0,19,3.0,An algorithm to assist in the identification of digital records of long-term historic value and digital information assets that hold no long-term value.,https://www.gov.uk/algorithmic-transparency-records/cabinet-office-automated-digital-document-review,algorithmic_transparency_record,,2025-11-13,9
Cabinet_Office,Central Government,Government announces interim UK Statistics Authority Chair,2022-03-31 12:03:50,2022.0,3.0,March,1.0,Q1.0 2022.0,2022-03,1.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,"Lord True appointed Sian Jones as interim Chair of the UK Statistics Authority, no direct implications for AI policy or compliance.",Not available,Not available,Over 2 years ago,1323.0,21,,Lord True has today appointed Sian Jones as the interim Chair of the UK Statistics Authority,https://www.gov.uk/government/news/government-announces-interim-uk-statistics-authority-chair,press_release,,2025-11-13,13
Cabinet_Office,Central Government,The Strength of UK-Italy Relations,2023-09-15 08:36:40,2023.0,9.0,September,3.0,Q3.0 2023.0,2023-09,1.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,"Deputy Prime Minister's keynote at UK-Italy Conference discusses bilateral relations, lacking specific AI policy actions or obligations.",Not available,Not available,Over 2 years ago,790.0,17,,Keynote address from the Deputy Prime Minister at the 31st UK-Italy Pontignano Conference,https://www.gov.uk/government/speeches/the-strength-of-uk-italy-relations,speech,,2025-11-13,37
Cabinet_Office,Central Government,PM statement on European Council: October 2013,2013-10-28 16:18:26,2013.0,10.0,October,4.0,Q4.0 2013.0,2013-10,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,This document is not related to artificial intelligence or AI systems in any capacity.,Not available,Not available,Over 2 years ago,4399.0,14,,David Cameron’s statement in the House of Commons following the October 2013 European Council.,https://www.gov.uk/government/speeches/pm-statement-on-european-council-october-2013,speech,,2025-11-13,44
Cabinet_Office,Central Government,Investigation launched into potential for bias in algorithmic decision-making in society,2019-03-20 00:00:00,2019.0,3.0,March,1.0,Q1.0 2019.0,2019-03,6.0,3-Medium,No,Research & Analysis,Strategic,Public Sector,Algorithmic Decision-Making,Active,Government/Public Sector,Investigation into algorithmic bias in decision-making aims to enhance fairness in crime and justice through ethical data practices.,algorithmic decision-making,"algorithmic decision-making, ethics, bias",Over 2 years ago,2430.0,18,3.0,World-first Centre for Data Ethics and Innovation will partner with the Cabinet Office’s Race Disparity Unit to explore potential for bias in crime and justice,https://www.gov.uk/government/news/investigation-launched-into-potential-for-bias-in-algorithmic-decision-making-in-society,press_release,,2025-11-13,12
Cabinet_Office,Central Government,"Semantic Visions wins $250,000 Tech Challenge to Combat Disinformation",2019-03-08 11:50:04,2019.0,3.0,March,1.0,Q1.0 2019.0,2019-03,3.0,4-Low,No,Funding & Investment,Strategic,Technology,Innovation & R&D,Active,Business/Private Sector,Announcement of funding for technologies combating disinformation highlights innovation in AI to enhance online safety for citizens.,innovation,"innovation, funding, disinformation",Over 2 years ago,2442.0,17,3.0,New technologies demonstrated at Dragon's Den style ‘Tech Challenge’ will help fight disinformation and keep citizens safe online,https://www.gov.uk/government/news/semantic-visions-wins-250000-tech-challenge-to-combat-disinformation,press_release,,2025-11-13,10
Cabinet_Office,Central Government,Oliver Dowden CBE MP - conference address at techUK on 06 September 2018,2018-09-06 13:47:00,2018.0,9.0,September,3.0,Q3.0 2018.0,2018-09,0.0,5-Minimal,No,Strategy & Frameworks,Background,Technology,General AI Policy,Historical,General Public,"This speech does not address AI systems or policies directly, focusing instead on broader technology themes.",Not available,Not available,Over 2 years ago,2625.0,16,,"Speech delivered at the techUK conference by Minister for Implementation, Oliver Dowden CBE MP.",https://www.gov.uk/government/speeches/oliver-dowden-cbe-mp-conference-address-at-techuk-on-06-september-2018,speech,,2025-11-13,36
Cabinet_Office,Central Government,International Counter Fraud Data Analytics Conference 2020,2020-01-07 12:00:01,2020.0,1.0,January,1.0,Q1.0 2020.0,2020-01,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,"The conference announcement does not specifically address AI systems or policies, focusing instead on fraud in digital economies.",Not available,Not available,Over 2 years ago,2137.0,18,,The Cabinet Office will host an international conference on fighting fraud in digital economies.,https://www.gov.uk/government/news/international-counter-fraud-data-analytics-conference-2020,press_release,,2025-11-13,2
Cabinet_Office,Central Government,National Security and Investment Act 2021: Annual Report 2022-23,2024-09-10 12:00:01,2024.0,9.0,September,3.0,Q3.0 2024.0,2024-09,8.0,2-High,Yes,Regulation & Compliance,High Impact,Cross-Sector,Safety & Security,Active,Government/Public Sector,"The report outlines compliance obligations under the National Security and Investment Act, impacting AI systems related to national security.",regulation,"regulation, compliance, safety, security, investment",1-2 years ago,429.0,19,5.0,Annual report on the implementation of the National Security and Investment Act 2021 covering 2022-23,https://www.gov.uk/government/publications/national-security-and-investment-act-2021-annual-report-2023,corporate_report,Corporate report,2025-11-13,37
Cabinet_Office,Central Government,Cabinet Office: Automated Digital Document Review,2024-01-11 00:00:00,2024.0,1.0,January,1.0,Q1.0 2024.0,2024-01,6.0,3-Medium,No,Implementation Guidance,Operational,Public Sector,Algorithmic Decision-Making,Active,Government/Public Sector,The Cabinet Office's algorithm for Automated Digital Document Review provides guidance on implementation for public sector document management systems.,algorithmic decision-making,"algorithmic decision-making, automation, public sector",1-2 years ago,672.0,19,3.0,The Cabinet Office Digital Knowledge & Information Management (DKIM) team used the standard for their Automated Digital Document Review algorithm.,https://www.gov.uk/government/publications/cabinet-office-automated-digital-document-review,standard,Standard,2025-11-13,2
Cabinet_Office,Central Government,Cutting edge data and AI tech to help government hunt down fraudsters,2023-01-30 17:27:31,2023.0,1.0,January,1.0,Q1.0 2023.0,2023-01,3.0,4-Low,No,Funding & Investment,Strategic,Public Sector,Innovation & R&D,Active,Government/Public Sector,"The government contracts Quantexa to utilize AI for data analytics in fraud recovery, enhancing public sector financial integrity.",innovation,"innovation, public sector, data analytics",Over 2 years ago,1017.0,18,3.0,Data analytics experts Quantexa have been awarded a new contract to help the government recover fraud against the public purse.,https://www.gov.uk/government/news/cutting-edge-data-and-ai-tech-to-help-government-hunt-down-fraudsters,press_release,,2025-11-13,5
Cabinet_Office,Central Government,New report highlights how use of geospatial data by AI and innovative tech is helping grow the UK economy,2019-08-26 23:00:00,2019.0,8.0,August,3.0,Q3.0 2019.0,2019-08,4.0,4-Low,No,Research & Analysis,High Impact,Technology,Innovation & R&D,Historical,General Public,"A report details how geospatial data combined with AI technologies contributes to economic growth in the UK, highlighting innovation opportunities.",innovation,"innovation, geospatial data, economic growth",Over 2 years ago,2270.0,20,3.0,A new report shows how the matching of geospatial data with emerging technologies is helping the UK economy to grow.,https://www.gov.uk/government/news/new-report-highlights-how-use-of-geospatial-data-by-ai-and-innovative-tech-is-helping-grow-the-uk-economy,press_release,,2025-11-13,35
Cabinet_Office,Central Government,"New counter fraud authority saves taxpayers £311 million in its first year, beating target by more than £100 million",2023-09-20 12:43:26,2023.0,9.0,September,3.0,Q3.0 2023.0,2023-09,0.0,5-Minimal,No,Strategy & Frameworks,Background,Public Sector,Innovation & R&D,Historical,General Public,"This document discusses savings from a counter fraud authority, not related to AI systems or obligations.",Not available,Not available,Over 2 years ago,785.0,16,,"The Public Sector Fraud Authority saved taxpayers £311 million in its first year of operation, according to figures revealed by Baroness Neville-Rolfe, Minister for the Cabinet Office, at a meeting of the International Public Sector Fraud Forum this week.",https://www.gov.uk/government/news/new-counter-fraud-authority-saves-taxpayers-311-million-in-its-first-year-beating-target-by-more-than-100-million,press_release,,2025-11-13,38
Cabinet_Office,Central Government,UK Statistics Authority: board appointments,2016-06-08 15:31:15,2016.0,6.0,June,2.0,Q2.0 2016.0,2016-06,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,Innovation & R&D,Historical,General Public,"This document announces board appointments for the UK Statistics Authority, with no relevance to AI systems or policies.",Not available,Not available,Over 2 years ago,3445.0,18,,Nora Nanayakkara and Sian Baldwin have been appointed as non-executive members of the UK Statistics Authority.,https://www.gov.uk/government/news/uk-statistics-authority-board-appointments,news_story,,2025-11-13,23
Cabinet_Office,Central Government,Deputy Prime Minister Oliver Dowden's speech to the Future Investment Initiative: 24 October 2023,2023-10-24 09:23:36,2023.0,10.0,October,4.0,Q4.0 2023.0,2023-10,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,Innovation & R&D,Historical,General Public,"The document contains a speech by the Deputy Prime Minister, not addressing AI systems or related obligations.",Not available,Not available,Over 2 years ago,751.0,17,,Deputy Prime Minister Oliver Dowden's speech to the Future Investment Initiative in Riyadh.,https://www.gov.uk/government/speeches/deputy-prime-minister-oliver-dowdens-speech-to-the-future-investment-initiative-24-october-2023,speech,,2025-11-13,43
Cabinet_Office,Central Government,Competition: Veterans' Health Innovation Fund,2022-08-18 11:36:22,2022.0,8.0,August,3.0,Q3.0 2022.0,2022-08,0.0,5-Minimal,No,Funding & Investment,Strategic,Healthcare,Innovation & R&D,Active,Government/Public Sector,"This document does not address AI systems or related topics, focusing instead on veteran health proposals.",Not available,Not available,Over 2 years ago,1183.0,16,,The Defence and Security Accelerator on behalf of the Office for Veterans' Affairs (Cabinet Office) is seeking proposals that will improve Veteran health.,https://www.gov.uk/government/publications/veterans-affairs-health-innovation-fund,guidance,Guidance,2025-11-13,33
Cabinet_Office,Central Government,Check if you need to tell the government about an acquisition that could harm the UK's national security,2025-06-18 14:00:05,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,0.0,5-Minimal,No,Regulation & Compliance,High Impact,Other/Mixed,Safety & Security,Active,Business/Private Sector,"This document does not discuss AI systems or related topics, focusing on national security acquisition reporting requirements.",Not available,Not available,Last 6 months,148.0,17,,Investors and businesses may be legally required to tell the government about certain sensitive acquisitions under the National Security and Investment Act.,https://www.gov.uk/guidance/national-security-and-investment-act-guidance-on-acquisitions,detailed_guide,,2025-11-13,25
Cabinet_Office,Central Government,New £5 million innovation fund for cutting edge veterans’ healthcare,2022-07-18 11:10:56,2022.0,7.0,July,3.0,Q3.0 2022.0,2022-07,0.0,5-Minimal,No,Funding & Investment,Strategic,Healthcare,Innovation & R&D,Active,Government/Public Sector,"This document does not cover AI systems or related topics, announcing funding for veterans' healthcare innovation.",Not available,Not available,Over 2 years ago,1214.0,16,,Bids open for £5 million funding for the Veterans' Health Innovation Fund to enhance veterans’ healthcare,https://www.gov.uk/government/news/new-5-million-innovation-fund-for-cutting-edge-veterans-healthcare,press_release,,2025-11-13,29
Cabinet_Office,Central Government,"Minister for the Cabinet Office, John Glen's speech on evaluation in government",2024-03-27 10:58:54,2024.0,3.0,March,1.0,Q1.0 2024.0,2024-03,0.0,5-Minimal,No,Strategy & Frameworks,Background,Public Sector,General AI Policy,Historical,Government/Public Sector,"This speech does not address artificial intelligence or related systems, focusing instead on evaluation in government.",Not available,Not available,1-2 years ago,596.0,16,,"Minister for the Cabinet Office, John Glen's speech to the Evaluation Taskforce Annual Conference at the Queen Elizabeth II Centre.",https://www.gov.uk/government/speeches/minister-for-the-cabinet-office-john-glens-speech-on-evaluation-in-government,speech,,2025-11-13,13
Cabinet_Office,Central Government,Data Science Ethical Framework launch: Matt Hancock speech,2016-05-19 10:21:00,2016.0,5.0,May,2.0,Q2.0 2016.0,2016-05,4.0,4-Low,No,Strategy & Frameworks,Strategic,Public Sector,General AI Policy,Active,Government/Public Sector,"The Data Science Ethical Framework emphasizes ethical considerations in technology use, guiding public sector practices and decision-making.",ethics,"ethics, governance, innovation",Over 2 years ago,3465.0,17,3.0,The Minister for the Cabinet Office launched the new Data Science Ethical Framework and spoke about how technology will create new opportunities.,https://www.gov.uk/government/speeches/data-science-ethical-framework-launch-matt-hancock-speech,speech,,2025-11-13,20
Cabinet_Office,Central Government,Deputy Prime Minister's speech at the United Nations Security Council,2023-09-20 17:00:00,2023.0,9.0,September,3.0,Q3.0 2023.0,2023-09,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,This speech addresses geopolitical issues and does not discuss artificial intelligence or related technologies.,Not available,Not available,Over 2 years ago,785.0,14,,"Deputy Prime Minister Oliver Dowden’s speech on Ukraine at the United Nations Security Council in New York on 20 September 2023, as it was delivered.",https://www.gov.uk/government/speeches/ukraines-fight-for-freedom-is-also-a-fight-for-the-un-charter-uk-statement-at-the-security-council,speech,,2025-11-13,38
Cabinet_Office,Central Government,Intergovernmental Relations Secretariat – Annual Reporting,2025-11-05 11:00:06,2025.0,11.0,November,4.0,Q4.0 2025.0,2025-11,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,Government/Public Sector,This document does not pertain to artificial intelligence or related systems.,Not available,Not available,Last month,8.0,11,,"These reports fulfil the impartial secretariat’s function to produce an annual report covering intergovernmental engagements, agendas, and resolved disputes.",https://www.gov.uk/government/publications/intergovernmental-relations-secretariat-annual-reporting,corporate_report,Corporate report,2025-11-13,45
Cabinet_Office,Central Government,Seizing the Opportunities of AI in Government,2023-12-20 11:56:18,2023.0,12.0,December,4.0,Q4.0 2023.0,2023-12,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Public Sector,Innovation & R&D,Active,Government/Public Sector,The Deputy PM emphasizes the importance of AI and data science training for government personnel to enhance skills and innovation.,AI innovation,"AI innovation, workforce, skills",1-2 years ago,694.0,20,3.0,"Deputy PM speech to government training conference on programming, AI and data science.",https://www.gov.uk/government/speeches/seizing-the-opportunities-of-ai-in-government,speech,,2025-11-13,51
Cabinet_Office,Central Government,Deputy Prime Minister and Education Secretary host roundtable to harness the benefits of AI in education,2024-04-18 12:41:18,2024.0,4.0,April,2.0,Q2.0 2024.0,2024-04,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Education,Workforce & Skills,Active,Government/Public Sector,"The roundtable aims to explore AI's benefits in education, focusing on enhancing educational technology and workforce skills.",AI education,"AI education, workforce, skills",1-2 years ago,574.0,17,3.0,Deputy Prime Minister Oliver Dowden and Education Secretary Gillian Keegan host EdTech roundtable in the heart of government.,https://www.gov.uk/government/news/deputy-prime-minister-and-education-secretary-host-roundtable-to-harness-the-benefits-of-ai-in-education,news_story,,2025-11-13,16
Cabinet_Office,Central Government,UK-Singapore data and tech agreements to boost trade and security,2023-06-28 15:35:30,2023.0,6.0,June,2.0,Q2.0 2023.0,2023-06,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,Innovation & R&D,Historical,General Public,This document does not address artificial intelligence or related systems.,Not available,Not available,Over 2 years ago,869.0,10,,Memorandum of Understanding agreements signed during UK Deputy Prime Minister Oliver Dowden’s first international visit since his appointment last year.,https://www.gov.uk/government/news/uk-singapore-data-and-tech-agreements-to-boost-trade-and-security,press_release,,2025-11-13,26
Cabinet_Office,Central Government,DASA is searching for innovations to enhance veterans’ healthcare,2022-07-07 09:28:32,2022.0,7.0,July,3.0,Q3.0 2022.0,2022-07,0.0,5-Minimal,No,Funding & Investment,Strategic,Healthcare,Innovation & R&D,Active,Government/Public Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,Over 2 years ago,1225.0,10,,"The Defence and Security Accelerator (DASA), on behalf of the Office for Veterans’ Affairs (Cabinet Office) is seeking proposals that will drive forward better veteran health outcomes.",https://www.gov.uk/government/news/dasa-is-searching-for-innovations-to-enhance-veterans-healthcare,news_story,,2025-11-13,27
Cabinet_Office,Central Government,Critical 5: Shared Narrative on Critical National Infrastructure,2024-06-09 23:00:00,2024.0,6.0,June,2.0,Q2.0 2024.0,2024-06,0.0,5-Minimal,No,Implementation Guidance,Strategic,Other/Mixed,Safety & Security,Active,Government/Public Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,1-2 years ago,521.0,10,,The Critical 5 is a forum of officials from Five Eyes nations responsible for critical national infrastructure protection and resilience,https://www.gov.uk/government/publications/critical-5-shared-narrative-on-critical-national-infrastructure,guidance,Guidance,2025-11-13,23
Cabinet_Office,Central Government,Call for evidence: Geospatial opportunities across the economy,2023-06-19 09:55:47,2023.0,6.0,June,2.0,Q2.0 2023.0,2023-06,0.0,5-Minimal,No,Research & Analysis,Strategic,Other/Mixed,Innovation & R&D,Proposed,Government/Public Sector,This document does not address AI systems or related topics directly.,Not available,Not available,Over 2 years ago,878.0,11,,Call for Evidence urging stakeholders to contribute to the government’s evolving strategy to accelerate the UK’s use of location data.,https://www.gov.uk/government/calls-for-evidence/call-for-evidence-geospatial-opportunities-across-the-economy,call_for_evidence_outcome,,2025-11-13,25
Cabinet_Office,Central Government,Deputy Prime Minister reviews national security powers to respond to geopolitical and tech threats,2023-11-13 00:00:00,2023.0,11.0,November,4.0,Q4.0 2023.0,2023-11,0.0,5-Minimal,No,Strategy & Frameworks,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,This document does not address AI systems or related topics directly.,Not available,Not available,Over 2 years ago,731.0,11,,Published on 13 November 2023.,https://www.gov.uk/government/news/deputy-prime-minister-reveals-national-security-powers-to-respond-to-geopolitical-and-tech-threats,press_release,,2025-11-13,46
Cabinet_Office,Central Government,Evaluation Accelerator Fund (Phase 4): Project summaries,2025-10-17 13:43:13,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,0.0,5-Minimal,No,Funding & Investment,Strategic,Other/Mixed,Innovation & R&D,Active,Government/Public Sector,This document does not address AI systems or related topics directly.,Not available,Not available,Last month,27.0,11,,This page details the projects that were awarded funding as part of Phase 4 of the Evaluation Accelerator Fund (EAF).,https://www.gov.uk/government/news/evaluation-accelerator-fund-phase-4-project-summaries,news_story,,2025-11-13,42
Cabinet_Office,Central Government,DSIT: Consult,2025-05-14 14:20:10,2025.0,5.0,May,2.0,Q2.0 2025.0,2025-05,7.0,2-High,Yes,Implementation Guidance,Strategic,Public Sector,Innovation & R&D,Active,Government/Public Sector,"Consult tool enhances AI topic modelling for civil service consultation processing, improving efficiency and quality in decision-making processes.",AI innovation,"AI innovation, public sector, consultation, efficiency, topic modelling",Last year,183.0,18,5.0,"Consult is a new internal tool offering civil service departments high-quality, assured AI topic modelling capabilities for consultation processing.",https://www.gov.uk/algorithmic-transparency-records/dsit-consult,algorithmic_transparency_record,,2025-11-13,20
Cabinet_Office,Central Government,Call for Evidence - National Security and Investment Act,2024-04-18 11:00:05,2024.0,4.0,April,2.0,Q2.0 2024.0,2024-04,3.0,4-Low,No,Research & Analysis,Strategic,Other/Mixed,Safety & Security,Under Review,General Public,"Call for evidence seeks input on balancing business-friendly NSI regime with necessary national security protections, impacting AI-related investments.",national security,"national security, investment, business-friendly, AI regulation, evidence gathering",1-2 years ago,574.0,18,5.0,We want to hear your views on how the NSI regime can be even more business friendly while maintaining and honing the essential protections we need for our national security,https://www.gov.uk/government/calls-for-evidence/call-for-evidence-national-security-and-investment-act,call_for_evidence_outcome,,2025-11-13,16
Cabinet_Office,Central Government,Government launches plans to capitalise on new Brexit freedoms,2021-09-16 12:35:00,2021.0,9.0,September,3.0,Q3.0 2021.0,2021-09,2.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,"Government announces plans to leverage Brexit freedoms, potentially affecting AI policy landscape and regulatory environment in the UK.",Brexit,"Brexit, AI policy, regulatory environment, government plans, innovation",Over 2 years ago,1519.0,18,5.0,New plans to capitalise on the freedoms from Brexit have been announced.,https://www.gov.uk/government/news/government-launches-plans-to-capitalise-on-new-brexit-freedoms,press_release,,2025-11-13,37
Cabinet_Office,Central Government,UK’s thriving tech sector promoted to American entrepreneurs and investors,2023-04-25 14:51:04,2023.0,4.0,April,2.0,Q2.0 2023.0,2023-04,0.0,5-Minimal,No,Funding & Investment,Background,Technology,International Competitiveness,Historical,Business/Private Sector,"This document promotes the UK tech sector to American entrepreneurs and investors, with no specific AI content or obligations.",Not available,Not available,Over 2 years ago,933.0,19,,A campaign designed to promote the UK’s thriving tech sector to American entrepreneurs and investors has been launched in Silicon Valley.,https://www.gov.uk/government/news/uks-thriving-tech-sector-promoted-to-american-entrepreneurs-and-investors,press_release,,2025-11-13,17
Cabinet_Office,Central Government,A government that works for everyone,2018-05-11 08:49:17,2018.0,5.0,May,2.0,Q2.0 2018.0,2018-05,0.0,5-Minimal,No,Implementation Guidance,Strategic,Other/Mixed,General AI Policy,Historical,Government/Public Sector,"This speech discusses government operations without specific AI content, focusing on broader implementation strategies.",Not available,Not available,Over 2 years ago,2743.0,14,,"Oliver Dowden, Parliamentary Secretary and Minister for Implementation, delivered this speech at the Sprint 18 event.",https://www.gov.uk/government/speeches/a-government-that-works-for-everyone,speech,,2025-11-13,19
Cabinet_Office,Central Government,“Criminals should be aware” says Minister as Government upgrades AI fraud detection tool,2024-03-14 10:33:49,2024.0,3.0,March,1.0,Q1.0 2024.0,2024-03,8.0,2-High,Yes,Regulation & Compliance,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,"The government has upgraded its AI fraud detection tool, enhancing compliance and security measures against fraudulent activities.",AI safety,"AI safety, regulation, fraud detection",1-2 years ago,609.0,17,3.0,Issued Thursday 14 March 2024.,https://www.gov.uk/government/news/criminals-should-be-aware-says-minister-as-government-upgrades-ai-fraud-detection-tool,press_release,,2025-11-13,11
Cabinet_Office,Central Government,Public dialogue on location data ethics published,2021-12-16 00:00:00,2021.0,12.0,December,4.0,Q4.0 2021.0,2021-12,3.0,4-Low,No,Research & Analysis,Background,Other/Mixed,Data & Privacy,Historical,General Public,"Findings from public dialogue on location data ethics highlight public attitudes, informing future data privacy considerations and ethical frameworks.",ethics,"ethics, data protection, public attitudes",Over 2 years ago,1428.0,19,3.0,The Geospatial Commission publishes findings of independent public dialogue exploring public attitudes about location data.,https://www.gov.uk/government/news/public-dialogue-on-location-data-ethics-published,press_release,,2025-11-13,50
