dept,dept_group,title,published_date,year,month,month_name,quarter,quarter_label,year_month,relevance_score,priority_category,requires_action,policy_type,business_impact,sector_focus,ai_application,stage,audience,ai_summary,primary_topic,key_topics,recency,days_since_published,summary_word_count,topics_count,description,url,format,display_type,collection_date,week_of_year
Cabinet_Office,Central Government,Chancellor of the Duchy of Lancaster speech to Women in Security Network: 18 June 2019,2019-06-18 14:51:25,2019.0,6.0,June,2.0,Q2.0 2019.0,2019-06,3.0,4-Low,No,Strategy & Frameworks,Background,Public Sector,Safety & Security,Historical,Government/Public Sector,Chancellor Lidington's speech to the Women in Security Network highlights the importance of diversity in cybersecurity roles and initiatives.,cybersecurity,"cybersecurity, diversity, leadership",Over 2 years ago,2339.0,19,3,Chancellor of the Duchy of Lancaster David Lidington addressed the Women in Security Network at the National Cyber Security Centre.,https://www.gov.uk/government/speeches/chancellor-of-the-duchy-of-lancaster-speech-to-women-in-security-network-18-june-2019,speech,,2025-11-12,25
Cabinet_Office,Central Government,The Queen's Birthday Honours 2013,2013-06-14 21:30:00,2013.0,6.0,June,2.0,Q2.0 2013.0,2013-06,2.0,5-Minimal,No,Implementation Guidance,Background,Other/Mixed,General AI Policy,Historical,General Public,"The 2013 Queen's Birthday Honours recognize outstanding contributions across the UK, celebrating achievements in various fields without specific actions or costs.",honours,"honours, recognition, achievements",Over 2 years ago,4534.0,21,3,The Queen's Birthday Honours lists 2013 are published today to recognise the achievements and service of extraordinary people across the UK.,https://www.gov.uk/government/news/the-queens-birthday-honours-2013,press_release,,2025-11-12,24
Cabinet_Office,Central Government,National Cyber Strategy 2022 Annual Progress Report 2022-2023,2023-08-14 10:32:00,2023.0,8.0,August,3.0,Q3.0 2023.0,2023-08,5.0,3-Medium,No,Strategy & Frameworks,Strategic,Cross-Sector,Safety & Security,Historical,Government/Public Sector,"The report outlines achievements in the National Cyber Strategy 2022, emphasizing ongoing actions to enhance national cybersecurity resilience.",cybersecurity,"cybersecurity, strategy, resilience",Over 2 years ago,822.0,18,3,This report reflects on key achievements and milestones since the inception of the National Cyber Strategy 2022.,https://www.gov.uk/government/publications/national-cyber-strategy-2022-annual-progress-report-2022-2023,corporate_report,Corporate report,2025-11-12,33
Cabinet_Office,Central Government,National Security and Investment Act: guidance for the higher education and research-intensive sectors,2024-05-21 09:47:30,2024.0,5.0,May,2.0,Q2.0 2024.0,2024-05,8.0,2-High,Yes,Implementation Guidance,High Impact,Education,General AI Policy,Active,Government/Public Sector,"Guidance clarifies the National Security and Investment Act's implications for higher education, requiring compliance by May 2024 to avoid penalties.",regulation,"regulation, skills",1-2 years ago,541.0,20,2,This guidance helps higher education and other research organisations understand the scope of the National Security and Investment Act.,https://www.gov.uk/government/publications/national-security-and-investment-act-guidance-for-the-higher-education-and-research-intensive-sectors,guidance,Guidance,2025-11-12,21
Cabinet_Office,Central Government,Departmental Strategic Asset Management Plan Executive Summaries 2025 - 2026,2025-10-30 16:00:03,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Public Sector,Innovation & R&D,Proposed,Government/Public Sector,"Executive summaries detail strategic asset management plans for 2025-2026, focusing on resource allocation and efficiency improvements across departments.",asset management,"asset management, strategy, efficiency",Last month,13.0,18,3,Executive summaries from government departments of their strategic asset management plan for 2025/26.,https://www.gov.uk/government/publications/departmental-strategic-asset-management-plan-executive-summaries-2025-2026,policy_paper,Policy paper,2025-11-12,44
Cabinet_Office,Central Government,Lord Frost statement to the House of Lords: 16 September 2021,2021-09-16 13:07:25,2021.0,9.0,September,3.0,Q3.0 2021.0,2021-09,3.0,4-Low,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,Government/Public Sector,"Lord Frost discussed Brexit opportunities, emphasizing strategic frameworks for future governance. No specific actions or costs mentioned.",governance,"governance, strategy, brexit",Over 2 years ago,1518.0,17,3,Lord Frost gave a statement to the House of Lords on Brexit opportunities.,https://www.gov.uk/government/speeches/lord-frost-statement-to-the-house-of-lords-16-september-2021,oral_statement,,2025-11-12,37
Cabinet_Office,Central Government,Innovative new tech projects awarded funding to help veterans healthcare,2023-02-22 11:36:32,2023.0,2.0,February,1.0,Q1.0 2023.0,2023-02,8.0,2-High,Yes,Funding & Investment,High Impact,Healthcare,Innovation & R&D,Active,Government/Public Sector,£5 million allocated to 22 innovative projects enhancing veterans' healthcare. Immediate action required to implement funded technologies.,funding,"funding, healthcare ai, innovation",Over 2 years ago,994.0,17,3,£5 million awarded to 22 projects to drive forward cutting-edge treatments and technologies to support veterans’ healthcare,https://www.gov.uk/government/news/innovative-new-tech-projects-awarded-funding-to-help-veterans-healthcare,press_release,,2025-11-12,8
Cabinet_Office,Central Government,Chancellor of the Duchy of Lancaster speech at Cutlers' Feast: 23 May 2019,2019-05-23 21:49:40,2019.0,5.0,May,2.0,Q2.0 2019.0,2019-05,4.0,4-Low,No,Strategy & Frameworks,Strategic,Public Sector,General AI Policy,Historical,Business/Private Sector,"Chancellor Lidington's speech addressed business leaders, outlining strategic frameworks for public sector collaboration. No specific actions or costs mentioned.",strategy,"strategy, public sector, collaboration",Over 2 years ago,2365.0,19,3,Chancellor of the Duchy of Lancaster David Lidington addressed business leaders at the Cutlers' Feast in Sheffield.,https://www.gov.uk/government/speeches/chancellor-of-the-duchy-of-lancaster-speech-at-cutlers-feast-23-may-2019,speech,,2025-11-12,21
Cabinet_Office,Central Government,Improving our National and International Security,2023-11-06 00:00:00,2023.0,11.0,November,4.0,Q4.0 2023.0,2023-11,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Public Sector,Safety & Security,Active,Government/Public Sector,"Baroness Neville-Rolfe emphasizes enhancing national security through AI, urging immediate action from government sectors to address emerging threats.",ai safety,"ai safety, security, governance",Over 2 years ago,738.0,18,3,Baroness Neville-Rolfe's keynote speech at the International Government Security Conference 2023,https://www.gov.uk/government/speeches/improving-our-security-both-nationally-and-international,speech,,2025-11-12,45
Cabinet_Office,Central Government,Secretary-General of ASEAN's working visit to the UK: joint summary,2023-11-03 00:00:00,2023.0,11.0,November,4.0,Q4.0 2023.0,2023-11,5.0,3-Medium,No,International Cooperation,Strategic,Other/Mixed,International Competitiveness,Active,Government/Public Sector,"ASEAN Secretary-General's visit highlights collaborative policy discussions with UK ministers, focusing on mutual interests in technology and security advancements.",international cooperation,"international cooperation, technology, governance",Over 2 years ago,741.0,19,3,This page summarises the policy discussions between the Secretary-General of ASEAN and UK government ministers during the Secretary-General's visit to the UK.,https://www.gov.uk/government/publications/working-visit-of-the-secretary-general-of-asean-to-the-uk-november-2023-joint-summary,policy_paper,Policy paper,2025-11-12,44
Home_Office,Central Government,Work in the UK as a leader in digital technology (Global Talent visa),2024-10-21 12:15:58,2024.0,10.0,October,4.0,Q4.0 2024.0,2024-10,8.0,2-High,Yes,Implementation Guidance,High Impact,Technology,Workforce & Skills,Proposed,Business/Private Sector,"Endorsement for the Global Talent visa is crucial for attracting digital technology experts, with applications open until October 2024.",skills,"skills, innovation",1-2 years ago,387.0,19,2,"Get endorsement for the Global Talent visa to work in the UK as a digital technology expert - fintech, gaming, cyber security, artificial intelligence",https://www.gov.uk/global-talent-digital-technology,guide,,2025-11-12,43
Home_Office,Central Government,Tackling child sexual abuse in the age of Artificial Intelligence,2023-11-06 09:17:15,2023.0,11.0,November,4.0,Q4.0 2023.0,2023-11,8.0,2-High,Yes,Strategy & Frameworks,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,"Joint statement emphasizes urgent actions to combat child sexual abuse using AI, focusing on collaboration and innovative solutions.",ai safety,"ai safety, regulation, ethics",Over 2 years ago,738.0,18,3,A joint statement issued following an event convened by the Home Secretary and the Internet Watch Foundation.,https://www.gov.uk/government/publications/tackling-child-sexual-abuse-in-the-age-of-artificial-intelligence,policy_paper,Policy paper,2025-11-12,45
Home_Office,Central Government,Home Office Science Advisory Council vacancies,2025-10-21 11:51:15,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,5.0,3-Medium,No,Implementation Guidance,Strategic,Public Sector,Workforce & Skills,Proposed,Government/Public Sector,"Home Office seeks candidates for Science Advisory Council, aiming to enhance AI expertise and governance. Applications due by October 2025.",governance,"governance, skills, innovation",Last month,22.0,20,3,Vacancies for the Home Office Science Advisory Council (HOSAC).,https://www.gov.uk/guidance/home-office-science-advisory-council-vacancies,detailed_guide,,2025-11-12,43
Home_Office,Central Government,Spoofed numbers blocked in crackdown on scammers,2025-11-05 00:00:00,2025.0,11.0,November,4.0,Q4.0 2025.0,2025-11,7.0,2-High,Yes,Regulation & Compliance,High Impact,Technology,Safety & Security,Active,General Public,"Major mobile network upgrade targets scammers using spoofed numbers, enhancing public safety and trust in telecommunications.",regulation,"regulation, ai safety, transparency",Last month,8.0,16,3,Scammers who fake their numbers to trick the public out of their cash will be exposed in a major upgrade of mobile networks.,https://www.gov.uk/government/news/spoofed-numbers-blocked-in-crackdown-on-scammers,news_story,,2025-11-12,45
Home_Office,Central Government,Automated Facial Recognition: ethical and legal use,2021-10-25 10:26:54,2021.0,10.0,October,4.0,Q4.0 2021.0,2021-10,6.0,3-Medium,No,Implementation Guidance,Strategic,Public Sector,Safety & Security,Historical,Government/Public Sector,Guidance promotes ethical use of Automated Facial Recognition; no specific deadlines or costs mentioned. Compliance encouraged for law enforcement agencies.,ethics,"ethics, regulation, ai safety",Over 2 years ago,1480.0,20,3,"Published in January 2021 by the British Security Industry Association (BSIA), this guidance promotes ethical and legal use of Automated Facial Recognition (AFR).",https://www.gov.uk/government/publications/automated-facial-recognition-ethical-and-legal-use,guidance,Guidance,2025-11-12,43
Home_Office,Central Government,Fraud Sector Charter: telecommunications,2025-11-05 00:01:06,2025.0,11.0,November,4.0,Q4.0 2025.0,2025-11,8.0,2-High,Yes,Strategy & Frameworks,High Impact,Cross-Sector,General AI Policy,Proposed,Business/Private Sector,Telecommunications providers commit to reducing fraud by November 2025; voluntary participation may involve operational costs for compliance.,regulation,"regulation, innovation, public sector",Last month,8.0,17,3,A voluntary commitment from telecommunications providers to reduce fraud.,https://www.gov.uk/government/publications/fraud-sector-charter-telecommunications,corporate_report,Corporate report,2025-11-12,45
Home_Office,Central Government,Child abuse image database,2024-05-15 13:41:27,2024.0,5.0,May,2.0,Q2.0 2024.0,2024-05,9.0,1-Critical,Yes,Implementation Guidance,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,Database aids in investigating online child abuse; active implementation required by May 2024 to enhance victim protection efforts.,ai safety,"ai safety, regulation, data protection",1-2 years ago,546.0,18,3,This database has been developed to help investigate online child sexual abuse offenders and protect the victims of abuse.,https://www.gov.uk/government/publications/child-abuse-image-database,guidance,Guidance,2025-11-12,20
Home_Office,Central Government,"OSCE report on combating trafficking in human beings: UK response, November 2024",2024-11-07 11:30:39,2024.0,11.0,November,4.0,Q4.0 2024.0,2024-11,6.0,3-Medium,No,International Cooperation,Strategic,Public Sector,Safety & Security,Active,Government/Public Sector,"UK supports OSCE's trafficking monitoring efforts, enhancing protection measures against human trafficking linked to Russia's war. No specific deadlines or costs mentioned.",trafficking,"trafficking, protection measures, international cooperation",1-2 years ago,370.0,22,3,The UK praises OSCE monitoring of trafficking risks of Russia's war and work to strengthen protection measures.,https://www.gov.uk/government/speeches/osce-report-on-combating-trafficking-in-human-beings-uk-response-november-2024,speech,,2025-11-12,45
Home_Office,Central Government,"UK-Nigeria partnership to detect, disrupt and deter fraud",2025-04-30 23:00:00,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,8.0,2-High,Yes,International Cooperation,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,"UK-Nigeria partnership aims to enhance fraud detection and prevention, protecting citizens. Collaboration with law enforcement is prioritized. No costs specified.",fraud prevention,"fraud prevention, law enforcement, international cooperation",Last year,196.0,20,3,An agreement between the UK and Nigeria will help to better protect UK citizens from fraud as law enforcement collaboration is stepped up.,https://www.gov.uk/government/news/uk-nigeria-partnership-to-detect-disrupt-and-deter-fraud,news_story,,2025-11-12,18
Home_Office,Central Government,Building partnerships to protect the UK from cyber crime,2024-10-30 11:17:52,2024.0,10.0,October,4.0,Q4.0 2024.0,2024-10,7.0,2-High,Yes,Strategy & Frameworks,Strategic,Public Sector,Safety & Security,Active,Government/Public Sector,Security Minister emphasizes building partnerships to combat cyber crime at PREDICT 2024 Conference. No specific actions or costs outlined.,cyber crime,"cyber crime, partnerships, security measures",1-2 years ago,378.0,19,3,"Security Minister, Dan Jarvis, delivered a speech at the PREDICT 2024 Conference on 22 October.",https://www.gov.uk/government/speeches/building-partnerships-to-protect-the-uk-from-cyber-crime,speech,,2025-11-12,44
Home_Office,Central Government,Independent Review of Disclosure and Fraud Offences: meeting minutes,2024-04-30 15:35:52,2024.0,4.0,April,2.0,Q2.0 2024.0,2024-04,3.0,4-Low,No,Strategy & Frameworks,Background,Public Sector,General AI Policy,Historical,Government/Public Sector,Meeting minutes document stakeholder discussions on disclosure and fraud offences; no specific actions or deadlines mentioned.,transparency,"transparency, governance, public sector",1-2 years ago,561.0,16,3,Minutes of meetings between the independent reviewer and stakeholders.,https://www.gov.uk/government/publications/independent-review-of-disclosure-and-fraud-offences-meeting-minutes,transparency,Transparency data,2025-11-12,18
Home_Office,Central Government,MI5 and Counter Terrorism Policing implementation report: 2017 terrorist attacks,2019-06-10 23:00:00,2019.0,6.0,June,2.0,Q2.0 2019.0,2019-06,8.0,2-High,Yes,Implementation Guidance,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,Report details progress on implementing recommendations from 2017 terrorist attacks; emphasizes ongoing actions for improved counter-terrorism measures.,ai safety,"ai safety, regulation, public sector",Over 2 years ago,2347.0,17,3,Summary of progress in implementing the recommendations of the operational improvement review and post-attack reviews of 2017.,https://www.gov.uk/government/publications/mi5-and-counter-terrorism-policing-implementation-report-2017-terrorist-attacks,independent_report,Independent report,2025-11-12,24
Home_Office,Central Government,Spotting transformative potential: Faculty’s ACE supplier story,2023-12-11 07:10:24,2023.0,12.0,December,4.0,Q4.0 2023.0,2023-12,6.0,3-Medium,No,Research & Analysis,Strategic,Technology,Innovation & R&D,Active,Business/Private Sector,Faculty's case study highlights innovative AI applications for decision-making; encourages investment in AI solutions for enhanced insights.,innovation,"innovation, technology, automation",1-2 years ago,703.0,17,3,Faculty specialises in using AI and data science in innovative ways to solve problems and arm decision-makers with better insights.,https://www.gov.uk/government/case-studies/spotting-transformative-potential-facultys-ace-supplier-story,case_study,,2025-11-12,50
Home_Office,Central Government,Independent Review of Disclosure and Fraud Offences - Part Two: terms of reference,2025-04-22 13:47:15,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,6.0,3-Medium,No,Research & Analysis,Strategic,Public Sector,Safety & Security,Proposed,Government/Public Sector,"The Independent Review of Disclosure and Fraud Offences outlines terms for part two, focusing on enhancing regulatory frameworks by April 2025.",regulation,"regulation, governance, public sector",Last year,204.0,21,3,Terms of reference for part two of the Independent Review of Disclosure and Fraud Offences.,https://www.gov.uk/government/publications/independent-review-of-disclosure-and-fraud-offences-part-two-terms-of-reference,independent_report,Independent report,2025-11-12,17
Home_Office,Central Government,Independent review turns to tackling Britain’s biggest crime,2025-04-21 23:00:00,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,7.0,2-High,Yes,Research & Analysis,Strategic,Public Sector,Safety & Security,Active,Government/Public Sector,"Jonathan Fisher KC initiates part 2 of the Independent Review, addressing significant crime issues with a focus on regulatory improvements.",regulation,"regulation, governance, public sector",Last year,205.0,20,3,Jonathan Fisher KC has begun work on part 2 of his Independent Review of Disclosure and Fraud Offences.,https://www.gov.uk/government/news/independent-review-turns-to-tackling-britains-biggest-crime,news_story,,2025-11-12,17
Home_Office,Central Government,Report on the operation of the Investigatory Powers Act 2016,2023-02-09 00:00:00,2023.0,2.0,February,1.0,Q1.0 2023.0,2023-02,8.0,2-High,Yes,Regulation & Compliance,High Impact,Public Sector,Data & Privacy,Historical,Government/Public Sector,"The statutory report evaluates the Investigatory Powers Act 2016, assessing compliance and effectiveness in data protection and privacy regulations.",regulation,"regulation, data protection, governance",Over 2 years ago,1008.0,19,3,Home Office statutory report on the operation of the Investigatory Powers Act 2016.,https://www.gov.uk/government/publications/report-on-the-operation-of-the-investigatory-powers-act-2016,corporate_report,Corporate report,2025-11-12,6
Home_Office,Central Government,Five Country Ministerial 2025: communiqué and statement,2025-09-09 16:33:04,2025.0,9.0,September,3.0,Q3.0 2025.0,2025-09,5.0,3-Medium,No,International Cooperation,Strategic,Public Sector,General AI Policy,Proposed,Government/Public Sector,"The 2025 Five Country Ministerial outlines principles for return, emphasizing collaborative strategies among member countries.",international cooperation,"international cooperation, policy frameworks, public sector",Last 3 months,64.0,15,3,"Summary of the 2025 Five Country Ministerial meeting, and a statement on the common principles of return.",https://www.gov.uk/government/publications/five-country-ministerial-2025-communique-and-statement,policy_paper,Policy paper,2025-11-12,37
Home_Office,Central Government,Evaluation of AI trials in the asylum decision making process,2025-04-29 07:00:02,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,7.0,2-High,Yes,Research & Analysis,High Impact,Public Sector,Algorithmic Decision-Making,Active,Government/Public Sector,"Evaluation findings from AI trials in asylum decision-making highlight effectiveness and areas for improvement, guiding future implementations.",automation,"automation, evaluation, asylum process",Last year,198.0,17,3,This research note summarises the evaluation findings from the pilots of the Asylum Case Summarisation and the Asylum Policy Search tools.,https://www.gov.uk/government/publications/evaluation-of-ai-trials-in-the-asylum-decision-making-process,research,Research,2025-11-12,18
Home_Office,Central Government,Immigration Rules Appendix ATAS: Academic Technology Approval Scheme (ATAS),2024-10-08 09:29:53,2024.0,10.0,October,4.0,Q4.0 2024.0,2024-10,8.0,2-High,Yes,Regulation & Compliance,High Impact,Other/Mixed,Safety & Security,Active,Government/Public Sector,"ATAS regulations prevent technology transfer for military advancements, ensuring compliance with security protocols and international standards.",regulation,"regulation, ai safety, technology transfer",1-2 years ago,401.0,16,3,"ATAS seeks to prevent the transfer of information, knowledge or technology which could develop, advance or support an Advanced Conventional Military Technology (ACMT) and Weapons of Mass Destruction (WMD) programme or their means of delivery.",https://www.gov.uk/guidance/immigration-rules/immigration-rules-appendix-atas-academic-technology-approval-scheme-atas,manual_section,,2025-11-12,41
Home_Office,Central Government,Foreign Influence Registration Scheme specified powers: Iran,2025-09-02 14:44:23,2025.0,9.0,September,3.0,Q3.0 2025.0,2025-09,6.0,3-Medium,No,Regulation & Compliance,Strategic,Public Sector,Safety & Security,Active,Government/Public Sector,"Specifies foreign powers from Iran under the Foreign Influence Registration Scheme, requiring compliance from relevant organizations by September 2025.",regulation,"regulation, security",Last 3 months,71.0,19,2,Sets out the foreign powers and organisations from Iran which are specified on the enhanced tier of the Foreign Influence Registration Scheme.,https://www.gov.uk/government/publications/foreign-influence-registration-scheme-specified-powers-iran,guidance,Guidance,2025-11-12,36
Home_Office,Central Government,Serious and Organised Crime Strategy 2018,2018-11-01 10:09:00,2018.0,11.0,November,4.0,Q4.0 2018.0,2018-11,5.0,3-Medium,No,Strategy & Frameworks,High Impact,Cross-Sector,Safety & Security,Historical,Government/Public Sector,"Outlines the UK’s comprehensive response to serious and organized crime threats, emphasizing strategic actions and resource allocation since 2018.",strategy,"strategy, crime, public sector",Over 2 years ago,2569.0,19,3,The Serious and Organised Crime Strategy 2018 sets out our response to the full range of serious and organised crime threats.,https://www.gov.uk/government/publications/serious-and-organised-crime-strategy-2018,policy_paper,Policy paper,2025-11-12,44
Home_Office,Central Government,The third UK–Nigeria Security and Defence Partnership Dialogue Communique,2025-07-31 23:00:00,2025.0,7.0,July,3.0,Q3.0 2025.0,2025-07,4.0,4-Low,No,International Cooperation,Strategic,Other/Mixed,International Competitiveness,Active,Government/Public Sector,"Discusses outcomes from the UK-Nigeria Security and Defence Partnership Dialogue, focusing on collaborative security measures and future engagements post-July 2025.",international cooperation,"international cooperation, security, partnership",Last 6 months,104.0,20,3,"The third UK–Nigeria Security and Defence Partnership Dialogue held at the Foreign, Commonwealth & Development Office (FCDO), from 15 to 16 July 2025.",https://www.gov.uk/government/publications/the-third-uk-nigeria-security-and-defence-partnership-dialogue-communique,policy_paper,Policy paper,2025-11-12,31
Home_Office,Central Government,Five Country Ministerial Communiqué 2024,2024-10-18 10:02:51,2024.0,10.0,October,4.0,Q4.0 2024.0,2024-10,6.0,3-Medium,No,International Cooperation,Strategic,Public Sector,Safety & Security,Active,Government/Public Sector,"The Five Eyes ministers discussed collaborative strategies for security and interior matters, enhancing international cooperation on safety and security by 2024.",international cooperation,"international cooperation, ai safety, security",1-2 years ago,391.0,21,3,Communiqué summarising the 2024 meeting of the Five Eyes interior and security ministers.,https://www.gov.uk/government/publications/five-country-ministerial-communique-2024,policy_paper,Policy paper,2025-11-12,42
Home_Office,Central Government,Revision to March 2024 Neighbourhood Policing Numbers,2025-03-19 18:00:02,2025.0,3.0,March,1.0,Q1.0 2025.0,2025-03,5.0,3-Medium,No,Regulation & Compliance,Operational,Public Sector,General AI Policy,Active,Government/Public Sector,"Revised neighbourhood policing statistics correct previous inaccuracies, impacting operational planning and resource allocation for police workforce by March 2025.",regulation,"regulation, public sector, data protection",Last year,238.0,19,3,Neighbourhood policing statistics have been corrected today due to inaccuracies in the previous government’s police workforce data.,https://www.gov.uk/government/news/revision-to-march-2024-neighbourhood-policing-numbers,news_story,,2025-11-12,12
Home_Office,Central Government,Independent review of the Investigatory Powers Act 2016,2023-11-10 13:28:56,2023.0,11.0,November,4.0,Q4.0 2023.0,2023-11,7.0,2-High,Yes,Research & Analysis,High Impact,Public Sector,Safety & Security,Under Review,Government/Public Sector,"Lord Anderson's independent review of the Investigatory Powers Act 2016 assesses compliance and safety implications, influencing future legislative actions.",regulation,"regulation, ai safety, governance",Over 2 years ago,733.0,19,3,An independent review of the Investigatory Powers Act 2016 carried out by Lord Anderson.,https://www.gov.uk/government/publications/independent-review-of-the-investigatory-powers-act-2016--2,independent_report,Independent report,2025-11-12,45
Home_Office,Central Government,Investigatory Powers (Amendment) Bill: overarching documents,2024-04-26 12:20:36,2024.0,4.0,April,2.0,Q2.0 2024.0,2024-04,6.0,3-Medium,No,Regulation & Compliance,Strategic,Public Sector,Safety & Security,Proposed,Government/Public Sector,"The Investigatory Powers (Amendment) Bill, introduced on 8 November 2023, outlines new compliance requirements for surveillance practices.",regulation,"regulation, governance, ai safety",1-2 years ago,565.0,17,3,Documents relating to the Investigatory Powers (Amendment) Bill introduced in the House of Lords on 8 November 2023.,https://www.gov.uk/government/publications/investigatory-powers-amendment-bill-overarching-documents,policy_paper,Policy paper,2025-11-12,17
Home_Office,Central Government,Sex offenders to be stripped of refugee protections,2025-04-28 21:30:00,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,8.0,2-High,Yes,Regulation & Compliance,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,"The Border Security, Asylum and Immigration Bill excludes foreign sex offenders from asylum protections, enhancing public safety measures.",regulation,"regulation, ai safety, public sector",Last year,198.0,18,3,"Foreign nationals who commit sex offences will be excluded from asylum protections in the UK as part of the Border Security, Asylum and Immigration Bill.",https://www.gov.uk/government/news/sex-offenders-to-be-stripped-of-refugee-protections,news_story,,2025-11-12,18
Home_Office,Central Government,Foreign Influence Registration Scheme specified powers: Russia,2025-07-01 07:00:04,2025.0,7.0,July,3.0,Q3.0 2025.0,2025-07,5.0,3-Medium,No,Implementation Guidance,Strategic,Other/Mixed,International Competitiveness,Active,Government/Public Sector,"Guidance specifies Russian entities under the Foreign Influence Registration Scheme, requiring compliance from relevant organizations by 1 July 2025.",governance,"governance, regulation, international cooperation",Last 6 months,135.0,19,3,Sets out the foreign powers and organisations from Russia which are specified on the enhanced tier of the Foreign Influence Registration Scheme.,https://www.gov.uk/government/publications/foreign-influence-registration-scheme-specified-powers-russia,guidance,Guidance,2025-11-12,27
Home_Office,Central Government,G7 interior and security ministers’ communiqué and action plan,2024-10-21 09:10:05,2024.0,10.0,October,4.0,Q4.0 2024.0,2024-10,6.0,3-Medium,No,International Cooperation,Strategic,Public Sector,Safety & Security,Historical,Government/Public Sector,"G7 ministers discussed security measures and cooperation strategies during the October 2024 meeting, emphasizing international collaboration on safety and security.",security,"security, international cooperation, governance",1-2 years ago,388.0,20,3,Communiqué summarising the October 2024 meeting of the G7 interior and security ministers.,https://www.gov.uk/government/publications/g7-interior-and-security-ministers-communique-and-action-plan,policy_paper,Policy paper,2025-11-12,43
Home_Office,Central Government,National Security Bill: factsheets,2025-06-24 11:22:23,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,8.0,2-High,Yes,Regulation & Compliance,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,"National Security Bill outlines critical measures for national safety, requiring immediate compliance from public sector entities by June 2025.",regulation,"regulation, ai safety",Last 6 months,141.0,19,2,Factsheets giving details of the different measures contained in the National Security Bill.,https://www.gov.uk/government/publications/national-security-bill-factsheets,policy_paper,Policy paper,2025-11-12,26
Home_Office,Central Government,"Evidence submissions to NCA Remuneration Review Body, 2025 to 2026",2025-06-11 09:28:03,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,5.0,3-Medium,No,Research & Analysis,Operational,Public Sector,Workforce & Skills,Under Review,Government/Public Sector,"Evidence submissions for NCA pay review 2025-2026 aim to inform remuneration decisions, impacting workforce skills and operational efficiency.",skills,"skills, operational efficiency",Last 6 months,155.0,18,2,"Evidence from the NCA and Home Office to NCA Remuneration Review Body (NCARRB), to help with its consideration of the 2025 to 2026 pay award proposal.",https://www.gov.uk/government/publications/evidence-submissions-to-nca-remuneration-review-body-2025-to-2026,research,Research,2025-11-12,24
Home_Office,Central Government,Tackling child sexual abuse and exploitation: update,2025-04-08 23:00:00,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,7.0,2-High,Yes,Strategy & Frameworks,High Impact,Public Sector,Safety & Security,Active,Government/Public Sector,"Minister Phillips outlined a strategy to combat child sexual abuse, emphasizing immediate actions and collaboration across sectors to enhance safety measures.",child protection,"child protection, ai safety, public sector",Last year,218.0,21,3,Minister Phillips today delivered a speech on the government's plan to tackle child sexual abuse and exploitation.,https://www.gov.uk/government/speeches/tackling-child-sexual-abuse-and-exploitation-update,speech,,2025-11-12,15
Home_Office,Central Government,Immigration Rules Appendix Government Authorised Exchange schemes,2025-11-11 10:31:33,2025.0,11.0,November,4.0,Q4.0 2025.0,2025-11,6.0,3-Medium,No,Regulation & Compliance,Strategic,Public Sector,Workforce & Skills,Proposed,Business/Private Sector,"The Temporary Worker route outlines compliance requirements for individuals seeking UK entry under approved exchange schemes, with specific guidelines for employers.",immigration,"immigration, regulation, skills",Last month,2.0,21,3,The Temporary Worker – Government Authorised Exchange route is for a person who wishes to come to the UK on one of the approved schemes listed below.,https://www.gov.uk/guidance/immigration-rules/immigration-rules-appendix-government-authorised-exchange-schemes,manual_section,,2025-11-12,46
Home_Office,Central Government,Independent Review of Disclosure and Fraud Offences: roundtable minutes,2024-08-20 09:55:43,2024.0,8.0,August,3.0,Q3.0 2024.0,2024-08,4.0,4-Low,No,Research & Analysis,Background,Other/Mixed,Data & Privacy,Historical,Government/Public Sector,"Roundtable minutes provide insights into disclosure and fraud offences, highlighting previous discussions and recommendations for future policy considerations.",transparency,"transparency, fraud, governance",1-2 years ago,450.0,18,3,"Minutes of roundtable events that were hosted, written and originally published by the charity Justice. These minutes are included for completeness.",https://www.gov.uk/government/publications/independent-review-of-disclosure-and-fraud-offences-roundtable-minutes,transparency,Transparency data,2025-11-12,34
